place_name,address,lat,lon,tags,description,category_clean,governorateId
بارسا داينر,"26 El-Thawra Street, Almaza, Heliopolis, Cairo, Egypt",27.1974651,33.8235024,"fine_dining, luxury, restaurant","Location: 26 El-Thawra Street, Almaza, Heliopolis, Cairo, Egypt. Open hours: All Week 9:00am – 1:00am Restaurant Mediterranean destination where warm hospitality meets luxury dining with rich variety, crowned by a premium Surf & Turf experience....",food_drink,9
Marina,"Marina 5, Marina El Alamein, Egypt",27.2436353,33.8488682,"cozy, local_favorite, luxury, restaurant","Abou El Sid Restaurant is in Marina El Alamein, a luxurious resort along Egypt’s northern coast. Specifically, it is in Marina 5, which is known for its upscale dining and entertainment options. The atmosphere blends traditional Egyptian charm and contemporary elegance, reflecting Egypt’s rich cultural heritage with vintage decor, warm lighting, and an inviting ambiance. The restaurant aims to provide a welcoming familial dining experience.",food_drink,26
Flaming Grill,,27.3229418,33.6999804,"local_favorite, restaurant, tourist_hotspot","They are famous for Egyptian style mandi inspired by Yemeni and Gulf cuisine - a tray of rice served with slow cooked lamb underground. Additionally they serve you a variety of grilled meats, Egyptian kebabs, and Egyptian tarb - kofta wrapped in caul fat and grilled.",food_drink,9
Bololuko,,27.222353,33.8373126,"cozy, local_favorite, restaurant","Business Category: Food & Beverage

   Cairo,   Egypt

  Nature Kingdom manufactures and exports an exceptionally fine selection of Superfood, Dried Fruits and Vegetables from Egypt. Our premium products have been carefully crafted to deliver optimal nutrition and health benefits.

  Contact Now",food_drink,27
GAD,Gawhar Al Qa'ed Street 25,27.1947671,33.8283253,"budget_friendly, local_favorite, restaurant","GAD is a well established , convenient Egyptian company operating by high standard of restaurants industry. GAD was Founded in 1960, a 100% Egyptian company working in restaurants industry aiming to provide the taste of a unique products and different from what competitors offer",food_drink,9
Star Rock,Our Nabq cafe is located right next to Laguna Vista Resort on the main road.,27.1556987,33.8213014,"cafe, live_shows, nightlife, restaurant","In the heart of Egypt’s picturesque resort city of Nabq Bay, you’ll find Hard Rock Cafe Nabq, a place where amazing food, handcrafted cocktails, and great entertainment combine for a legendary dining and nightlife experience. Located on a promontory overlooking the Straits of Tiran at the mouth of the Gulf of Aqaba, Nabq Bay is one of the world’s premiere resort destinations, with pristine beaches surrounded by gorgeous teal waters and environmentally protected diving spots featuring reefs with hundreds of species of coral and thousands of tropical fish. Our Nabq cafe is located right next to Laguna Vista Resort on the main road.",food_drink,20
Asmak,"El Tesaeen El Ganouby St.,Inside Concorde Plaza Mall NEW CAIRO",27.2206725,33.8369958,"fine_dining, local_favorite, restaurant","Asmak, Cairo: See 120 unbiased reviews of Asmak, rated 4.2 of 5 on Tripadvisor and ranked #174 of 1504 restaurants in Cairo. Their best selling dishes are Boneless Seafood Soup, Sesame Paste Salad, Shrimp Sandwich and Kilo Bran Grilled Tilapia, although they have a variety of dishes and meals to choose from like Fish & Seafood, Seafood. They have been reviewed 67 times by talabat users, with a rating of 4.2.",food_drink,9
Las Vegas,The Venetian Resort Las Vegas,27.22743,33.8422856,"fine_dining, luxury, restaurant","Miznon is dedicated to studying the culture of a city and translating its essence into a flavorful pita. Chef Eyal Shani has reimagined the meaning of Mediterranean fast-casual cuisine with elevated Israeli street-food favorites. Fresh seasonal ingredients, decadent vegetarian and meat-lover options, and technical skill combine to produce a soft, pillowy pita packed with goodness.",food_drink,10
Red Dragon,,27.226705,33.8413062,"cozy, local_favorite, restaurant","Red Dragon is an Asian kitchen and bar situated in the heart of Hurghada, offering a full Asian culinary experience with a variety of cocktails and a Teppanyaki bar. The venue blends flavors from multiple nations, creating a vibrant and diverse dining atmosphere. Its location in Hurghada makes it a popular spot for both locals and tourists seeking Asian cuisine.",food_drink,27
The Greek,"X4VF+V38, Cairo – Alexandria Desert Rd, Kafr Nassar, Al Haram, Giza Governorate 3513203, Egypt",27.2262087,33.8410645,"fine_dining, instagrammable, luxury","At the heart of Nahr is an ambitious and beautifully executed menu that bridges the culinary traditions of Greece and Egypt. By pairing refined Greek Mediterranean techniques with the finest local components, the kitchen creates a sophisticated, modern gastronomy that is both innovative and grounded in tradition.",food_drink,9
Santos coffee,"21,Hanna Khalil St.,Kolaly - Shoubra (Cairo)",27.2137563,33.8387762,"cozy, instagrammable, local_favorite","Santos coffee is a café offering rich espressos, cold brews, and fresh pastries in a welcoming atmosphere. Its locations in Cairo provide a comfortable setting with cozy couches and attentive service. The brand emphasizes sustainable sourcing, supporting clean water initiatives for Guatemalan families.",food_drink,9
El Shahawey,"Hawawshi El Rabie, Mohammed Al Embabi, El-Tahrir City, Imbaba, Egypt",27.2169919,33.8303714,"fast_food, local_favorite, street_food, tourist_hotspot","Fast food chains have become a beloved fixture in Egypt’s urban landscape, but their roots go deeper than you might think. This journey begins in the 1970s, a decade marked by dramatic change and economic reform. President Anwar Sadat’s Infitah policy of 1973 opened Egypt’s doors to foreign investment and new business ventures, reshaping the nation’s culinary scene forever. These pioneering fast food chains provided a convenient and exciting way to enjoy meals, blending traditional Egyptian flavors with the fast-paced rhythm of modern life.",food_drink,9
Pies - Pizza,Multiple locations across Egypt,27.2142011,33.8328344,"fast_food, local_favorite, restaurant","Pies – Pizza is a fast‑food outlet specializing in premium pizza, with multiple locations across Egypt including Al Rehab – Chillout, El Stad, PALM HILLS, and others. Customers can order via the phone number 19988, and the brand is present in major areas such as El SOUQ EL SHARKY and Nile View Mall – Banha. The menu offers a variety of pizza styles, including oriental dough fusions and traditional options.",food_drink,9
Khan El Sokarya,Moustafa Khalil Street 5,27.217801,33.8359279,"cafe, cozy, local_favorite, restaurant, tourist_hotspot","It is an Egyptian cuisine restaurant and café located in the historic Khan El Khalili market of Cairo. Reviewers describe it as an oasis of calm with welcoming staff, delicious food and drinks, and a timeless ambiance that has remained unchanged for years. Visitors recommend allowing two to four hours to explore the market alleys and enjoy the surroundings. The venue is open daily from 10:00 AM to 12:00 AM.",food_drink,9
Bitonto,,27.1956291,33.8361472,"cozy, restaurant, rooftop","Bitonto is an Italian restaurant located in Hurghada, Egypt, known for its stone‑oven pizza and authentic Italian dishes. It offers a rooftop dining experience with friendly service and high‑quality food, earning praise as one of the best pizzerias in the area.",food_drink,27
Mios,"Cairo, Egypt",27.393684,33.6771063,"hidden_gem, local_favorite, restaurant","Mios is a Palestinian-themed eatery located in Cairo, Egypt, offering a diverse menu of traditional dishes such as grilled meats, mandi, and seafood. The establishment emphasizes authentic flavors and handcrafted items, providing a cultural experience for diners. Its warm atmosphere and focus on family-made recipes make it a notable spot for those seeking genuine Palestinian cuisine in the city.",food_drink,9
Coffee Zain,"Hall: Hall 2 Stand: B2-63, N1-231",27.2966497,33.7469934,"cafe, local_favorite, street_food","Founded in 1947, Zain Group has evolved into one of Iraq’s largest and most diversified holding groups, operating across multiple industries with a strong regional presence. Headquartered in Jordan, with major offices in Baghdad, Erbil, Turkey, Austria, and Egypt, the Group manages a broad portfolio of business units spanning feed production, food and beverage manufacturing, snacks, essences, fish farms, potato farms, and advanced agribusiness operations.",food_drink,27
Sumo sushi,"Hurghada, Egypt",27.1961247,33.824634,"cozy, instagrammable, local_favorite, restaurant","If you're in Hurghada, don't miss the chance to indulge in the ultimate sushi experience. Stay tuned for exciting new offers coming your way! The smiles are real. The sushi is fresh. And the moments? Unforgettable.",food_drink,27
Sushi house,"404 Manchester Rd Poughkeepsie, NY 12603",27.1914776,33.8253611,"cozy, family_friendly, restaurant","We love this place! Food is delicious, service is always excellent, and it has good ambiance. Try the Godzilla roll! Food is amazing, best sushi around I personally think. To be honest I get the same thing every time but it's always good and they have it ready quickly! I've only eaten in one time but the staff is friendly so I say five stars",food_drink,9
Sebun sushi,"El Kawther, Opposite The Egyptian Hospital, Sahl Hasheesh",27.1938339,33.8285865,"fine_dining, hidden_gem, restaurant","Sebun Sushi offers a fresh sushi experience featuring the freshest salmon. It is located in Hurghada’s El Kawther area, opposite the Egyptian Hospital. Contact them via phone +201001314059 or WhatsApp for orders and reservations.",food_drink,27
Meat House,"Cairo, Egypt",27.1951759,33.8254402,"family_friendly, local_favorite, restaurant, tourist_hotspot","Today we’re eating at Hadramout Anter ( ), one of the most popular Egyptian bbq restaurants in Cairo. Between their two restaurants, they serve around 20,000 people per day! They are famous for Egyptian style mandi inspired by Yemeni and Gulf cuisine - a tray of rice served with slow cooked lamb underground.",food_drink,9
7 star,"New Cairo, Egypt",27.1961846,33.8258815,"fine_dining, local_favorite, restaurant","If there’s one place you can’t miss in New Cairo, it’s 7agooga. Serving authentic Egyptian food with one of the largest outdoor dining areas in the city this spot can seat a crowd, and still stays packed. We started with the Egyptian sojouk (sausage) cooked in butter bursting with flavor and so good. Then came the stuffed pigeon tender, rich, and packed with that perfectly seasoned rice inside.",food_drink,9
Oriental Restaurant,"5th Compound, New Cairo, Cairo, Egypt",27.2159688,33.8366894,"fine_dining, local_favorite, restaurant, street_food","Oriental Restaurant is listed under the Oriental Food category with a rating of +3. It is situated at 5th Compound, New Cairo, Cairo, Egypt, and provides phone number, map, and WhatsApp contact options for customers. The restaurant appears in multiple branches across Cairo, Giza, and other governorates, offering traditional oriental dishes. Customers can locate it via the Egypt Yellow Pages directory.",food_drink,9
Vienna Cafe,"El Serag Mall Abbas El Akkad, Nasr City 3",27.2135706,33.8347507,"budget_friendly, cafe, restaurant","Vienna Cafe is situated in Nasr City 3, Cairo, within El Serag Mall. It serves Egyptian cuisine and provides online ordering through its menu. The establishment is currently closed.",food_drink,9
D`White,"Cairo, Egypt",27.0821233,33.8585865,"local_favorite, restaurant, street_food","D`White is a venue located in Cairo, Egypt, referenced in a scraped street‑food guide that highlights popular local eateries. The guide lists places like Hawawshi El Rabie and Abou Tarek Koshary in the same area, indicating a concentration of food options in downtown Cairo.",food_drink,9
